I_TRIP_ID,S_LORRY_RECPT_NO,S_VEHICLE_ID,S_PRODUCT_ID,DT_DEP_DATETIME,DT_BOOK_DATETIME,S_CONSIGNOR_ID,S_CONSIGNOR_NAME,S_TRANSPORTER_ID,S_TRANSPORTER_NAME,C_TRIP_CLOSE_REASON,C_IS_DELETED,I_ORIGIN_LOC_CODE,S_GOODS_DESC,I_QTY,S_UOM_CODE,S_DESTINATION_LOC_NAME,DT_EXP_ARR_DATETIME,S_CONSIGNEE_ID,S_CONSIGNEE_NAME,S_CONSIGNEE_CITY,C_STATUS,S_ORIGIN_LOC_NAME,S_SUPP_PRODUCT_ID,DT_CREATED,S_INVOICE,DT_ATA,DT_OFFLOAD,DT_ATA_OUT 
758363, ,MH04EB4965,,01-Jan-2013 17:52:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,RAIGAD,04-Jan-2013 00:00:00,,KDL BIOTECH LIMITED,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:24,,01-Jan-2013 22:53:00,02-Jan-2013 00:00:18, 
758367, ,MH46F0998,,01-Jan-2013 16:40:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,SURAT,04-Jan-2013 00:00:00,,LARSEN & TOUBRO LTD,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:25,,,01-Jan-2013 23:35:25, 
758368, ,MH46F0998,,01-Jan-2013 16:40:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,KARJAN,04-Jan-2013 00:00:00,,JCT ELECTRONICS LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:25,,,01-Jan-2013 23:35:26, 
758369, ,MH46F0998,,01-Jan-2013 16:40:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,KARAMSAD,04-Jan-2013 00:00:00,,GMM PFAUDLER LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:26,,,05-Jan-2013 23:35:19, 
758370, ,MH04EL8910,,01-Jan-2013 16:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,VALSAD,04-Jan-2013 00:00:00,,SANDHYA DYES & CHEMICALS,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:26,,,01-Jan-2013 23:35:27, 
758371, ,MH04EL8910,,01-Jan-2013 16:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,SILVASSA,04-Jan-2013 00:00:00,,ROCKWOOL (INDIA) LIMITED,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:26,,02-Jan-2013 09:00:00,02-Jan-2013 10:00:05, 
758372, ,MH04DK3219,,01-Jan-2013 16:33:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,NEW MUMBAI,04-Jan-2013 00:00:00,,SATRAMDAS GAS PVT.LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:27,,02-Jan-2013 06:38:00,02-Jan-2013 07:00:27, 
758375, ,MH04FP2352,,01-Jan-2013 16:10:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,GANDHINAGAR,04-Jan-2013 00:00:00,,INST. OF PLASMA RESEARCH,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:28,,,01-Jan-2013 23:35:28, 
758376, ,MH04FP2352,,01-Jan-2013 16:10:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,AHMEDABAD,04-Jan-2013 00:00:00,,UNIMARK REMEDIES LTD,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:28,,,08-Jan-2013 16:35:13, 
758386, ,TN21AA2813,,01-Jan-2013 15:47:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,P,,,,,,CHENNAI,04-Jan-2013 00:00:00,,TI METAL FORMING,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:32,,,01-Jan-2013 23:35:32, 
758387, ,TN21AA2813,,01-Jan-2013 15:47:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,P,,,,,,CHENNA,04-Jan-2013 00:00:00,,SONA KOYO STEERING SYSTEM LTD.,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:32,,,01-Jan-2013 23:35:33, 
758389, ,TN04AJ7965,,01-Jan-2013 15:45:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,P,,,,,,CHENNAI,04-Jan-2013 00:00:00,,MIOT HOSPITALS LIMITED,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:33,,,01-Jan-2013 23:35:33, 
758390, ,TN04AJ7965,,01-Jan-2013 15:45:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,S,,,,,,VELLORE,04-Jan-2013 00:00:00,,CHRISTIAN MEDICAL COLLEGE & HOSPITAL,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:33,,02-Jan-2013 17:23:00,02-Jan-2013 18:00:17, 
758393, ,TN22CY9002,,01-Jan-2013 15:40:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,P,,,,,,CHENNAI,04-Jan-2013 00:00:00,,VIJAYA HOSPITAL,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:34,,,01-Jan-2013 23:35:35, 
758394, ,TN22CY9002,,01-Jan-2013 15:40:00,,,CH NEWSITE - CHENNAI NEW SITE,358,BOC-CHENNAI,S,,,,,,CHENNAI,04-Jan-2013 00:00:00,,BILLROTH HOSPITAL,,,CH NEWSITE - CHENNAI NEW SITE,,01-Jan-2013 23:35:34,,02-Jan-2013 06:00:00,02-Jan-2013 07:00:48, 
758395, ,MH04DK1053,,01-Jan-2013 15:39:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,LTMG HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:35,,,01-Jan-2013 23:35:35, 
758396, ,MH04DK1053,,01-Jan-2013 15:39:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,RAJAWADI  HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:35,,,02-Jan-2013 16:35:17, 
758404, ,MH46F2295,,01-Jan-2013 14:32:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,PUNE,04-Jan-2013 00:00:00,,KALYANI CARPENTER SPECIAL STEELS LTD,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:38,,02-Jan-2013 06:24:00,02-Jan-2013 07:00:37, 
760181,0023081053,CG13D9726,,01-Jan-2013 09:33:00,,,Jindal Steel & Power,448,SHRI_KRISHNA-RAIGARH,P,,,SEMIS YARD,,,PATRATU,03-Jan-2013 00:00:00,,JINDAL STEEL & POWER,,,JSPL GATE-RAIGARH,F06CFAF2,04-Jan-2013 11:07:18,1322068651,,09-Jan-2013 16:10:54, 
758187, ,MH06AQ5003,,01-Jan-2013 08:30:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,AHMEDNAGAR,04-Jan-2013 00:00:00,,PRAVARA MEDICAL TRUST,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 16:35:06,,,01-Jan-2013 16:35:07, 
761944,-,OR04N2242,228314,01-Jan-2013 04:19:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,05-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000002422,05-Jan-2013 16:09:01,,04-Jan-2013 13:44:00,20-Feb-2013 01:46:35, 
758419, ,MH04FD8336,,01-Jan-2013 12:07:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,BOMBAY,04-Jan-2013 00:00:00,,BREACH CANDY HOSPITAL & RESEARCH CENTRE,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:43,,,01-Jan-2013 23:35:43, 
758420, ,MH04FD8336,,01-Jan-2013 12:07:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,BOMBAY,04-Jan-2013 00:00:00,,BOMBAY HOSPITAL-OLD BUILD,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:43,,01-Jan-2013 22:54:00,02-Jan-2013 00:00:18, 
758432, ,MH06AQ5003,,01-Jan-2013 08:30:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,AHMEDNAGAR,04-Jan-2013 00:00:00,,PRAVARA MEDICAL TRUST,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:47,,,01-Jan-2013 23:35:47, 
758433, ,MH06AQ5003,,01-Jan-2013 08:30:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,AURANGABAD,04-Jan-2013 00:00:00,,MARATHWADA MEDICAL & RESEARCH INST,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:47,,01-Jan-2013 20:21:00,02-Jan-2013 00:00:19, 
758434, ,MH04DS6059,,01-Jan-2013 07:54:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,AHMEDNAGAR,04-Jan-2013 00:00:00,,GKN SINTER METALS LTD.- NAGAR,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:48,,01-Jan-2013 19:40:00,02-Jan-2013 00:00:17, 
758435, ,MH04FD7346,,01-Jan-2013 07:50:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,BHABHA ATOMIC RESEARCH CENTRE(CPU),,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:48,,,02-Jan-2013 16:35:05, 
758437, ,MH04DS7297,,01-Jan-2013 01:34:00,,,BELLARY II - 1800 TPD PLANT - BELLARY II,355,BOC-TALOJA-BULK,S,,,,,,NEW MUMBAI,04-Jan-2013 00:00:00,,BOC INDIA LIMITED-TALOJA NEW ASU,,,BELLARY II - 1800 TPD PLANT -,,01-Jan-2013 23:35:49,,03-Jan-2013 20:59:00,03-Jan-2013 22:00:03, 
758999, ,MH04DK1053,,01-Jan-2013 22:31:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,KEM HOSPITAL - CVTC,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:17,,,02-Jan-2013 16:35:18, 
759008, ,MH04FD6479,,01-Jan-2013 21:58:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,RAIGAD,04-Jan-2013 00:00:00,,ROHM & HASS (INDIA) PVT.LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:20,,,02-Jan-2013 16:35:20, 
762576,-,OR04M9283,363017,01-Jan-2013 03:15:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,04-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000009609,05-Jan-2013 16:41:30,,04-Jan-2013 08:47:00,20-Feb-2013 01:45:59, 
759461,,NL01G4664,,01-Jan-2013 17:40:00,,,HCIL,396,HIMADRI_CHEMICALS,,,,,,,Renukoot,03-Jan-2013 09:10:00,,Hindalco Industries Ltd,,,HCIL / Mahistikry,,03-Jan-2013 13:35:17,,03-Jan-2013 09:10:00,, 
760183,0023080924,NL01K3598,,01-Jan-2013 09:28:00,,,Jindal Steel & Power,457,ASHOK-RAIGARH,,,,SEMIS YARD,,,ANGUL,03-Jan-2013 00:00:00,,JINDAL STEEL & POWER LIMITED,,,JSPL GATE-RAIGARH,F06E88D2,04-Jan-2013 11:11:02,1322068522,03-Jan-2013 00:00:00,, 
758576,-,CG07MB8866,219169,01-Jan-2013 22:54:00,,112,TATA STEEL,304,SIDDHIVINAYAK LOGISTIC LTD,S,N,,-,0,-,NAGPUR,06-Jan-2013 00:00:00,-,TATA STEEL LTD,,O,JAMSHEDPUR,1230040000000025985,02-Jan-2013 06:46:05,,,20-Feb-2013 01:07:32, 
761821,-,JH05AB8206,176545,01-Jan-2013 03:09:00,,112,TATA STEEL,304,SIDDHIVINAYAK LOGISTIC LTD,S,N,,-,0,-,NAGPUR,05-Jan-2013 00:00:00,-,TATA STEEL LTD,,O,JAMSHEDPUR,1230040000000036420,05-Jan-2013 16:01:33,,,20-Feb-2013 01:14:48, 
762511,-,MH04FJ2226,235939,01-Jan-2013 02:28:00,,112,TATA STEEL,304,SIDDHIVINAYAK LOGISTIC LTD,S,N,,-,0,-,NAGPUR,05-Jan-2013 00:00:00,-,TATA STEEL LTD,,O,JAMSHEDPUR,1230040000000017743,05-Jan-2013 16:37:35,,05-Jan-2013 20:28:00,20-Feb-2013 01:15:53, 
762603,-,OR04N2237,363025,01-Jan-2013 02:28:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,04-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000002430,05-Jan-2013 16:43:07,,04-Jan-2013 10:20:00,20-Feb-2013 01:46:25, 
761970,-,MH04EB7621,235947,01-Jan-2013 00:41:00,,113,TATA STEEL-NAGPUR,304,SIDDHIVINAYAK LOGISTIC LTD,T,N,,-,0,-,TALOJA,09-Jan-2013 00:00:00,-,ROHIT & COMPANY (A/C MUMBAI),,O,NAGPUR,1230040000000021216,05-Jan-2013 16:10:38,,,05-Jan-2013 16:46:43, 
758337, ,AP29TA6347,,01-Jan-2013 19:37:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,MEDAK,04-Jan-2013 00:00:00,,BOC(I) LTDA_C-HYDERABAD PG&P PLANT,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:14,,01-Jan-2013 19:00:00,02-Jan-2013 00:00:02, 
758338, ,AP29TB3071,,01-Jan-2013 19:32:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,P,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,NIZAMS INSTT. OF MEDICAL SCIENCE,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:15,,,01-Jan-2013 23:35:15, 
758339, ,AP29TB3071,,01-Jan-2013 19:32:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,SAINT THERASA HOSPITAL,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:15,,02-Jan-2013 07:47:00,02-Jan-2013 08:00:02, 
758340, ,AP37TB9118,,01-Jan-2013 19:24:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,P,,,,,,SECUNDERABAD,04-Jan-2013 00:00:00,,GANDHI HOPSITAL,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:15,,,01-Jan-2013 23:35:16, 
758341, ,AP37TB9118,,01-Jan-2013 19:24:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,KAMINENI HOSPITALS LIMITED,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:16,,02-Jan-2013 13:51:00,02-Jan-2013 14:00:02, 
758342, ,AP29TA7718,,01-Jan-2013 19:15:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,NILOUFER HOSPITAL(FOR WOMEN & CHILDREN),,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:16,,02-Jan-2013 08:08:00,02-Jan-2013 09:00:03, 
758343, ,AP26X8329,,01-Jan-2013 19:13:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,SRI SUDARSHAN GASES PVT. LTD.,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:16,,02-Jan-2013 08:43:00,02-Jan-2013 09:00:02, 
758344, ,AP29TA6400,,01-Jan-2013 19:10:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,P,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,SUVEN LIFE SCIENCES LIMITED,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:17,,,01-Jan-2013 23:35:17, 
758402, ,AP37TB9116,,01-Jan-2013 14:51:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,MEDAK,04-Jan-2013 00:00:00,,AUROBINDO PHARMA LTD.-UNIT 1,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:37,,01-Jan-2013 19:00:00,02-Jan-2013 00:00:02, 
758403, ,AP29TA6346,,01-Jan-2013 14:47:00,,,HY 65TPD - HYDERABAD 65 TPD,316,BOC-HYDERABAD-BULK,S,,,,,,HYDERABAD,04-Jan-2013 00:00:00,,QUALITY CARE INDIA LIMITED,,,HY 65TPD - HYDERABAD 65 TPD,,01-Jan-2013 23:35:38,,01-Jan-2013 18:59:00,02-Jan-2013 00:00:02, 
762028,-,OR04N2239,228247,01-Jan-2013 02:27:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,04-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000002406,05-Jan-2013 16:14:03,,04-Jan-2013 13:35:00,20-Feb-2013 01:46:29, 
762600,-,OR04N2241,228321,01-Jan-2013 02:30:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,04-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000002398,05-Jan-2013 16:42:56,,04-Jan-2013 13:10:00,20-Feb-2013 01:46:33, 
762635,-,OR04N2905,228331,01-Jan-2013 04:22:00,,112,TATA STEEL,317,TOLL (INDIA) LOGISTICS PVT. LTD.,S,N,,-,0,-,BANGALORE,05-Jan-2013 00:00:00,-,TATA STEEL LIMITED,,O,JAMSHEDPUR,1230040000000003115,05-Jan-2013 16:45:01,,04-Jan-2013 13:28:00,20-Feb-2013 01:46:37, 
758358, ,MH43U3875,,01-Jan-2013 18:04:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,BOISAR,04-Jan-2013 00:00:00,,ALCHEMIE GASES CHEMICALS PVT. LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:22,,,01-Jan-2013 23:35:23, 
758364, ,MH04FD6479,,01-Jan-2013 17:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,SUTTATI ENTERPRISE PVT.LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,01-Jan-2013 23:35:24,,,02-Jan-2013 16:35:20, 
758987, ,MH04FD8336,,01-Jan-2013 22:52:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,BANDRA,04-Jan-2013 00:00:00,,ASIAN HEART INSTITUTE AND RESEARCH,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:13,,,02-Jan-2013 16:35:13, 
758988, ,MH04FD8336,,01-Jan-2013 22:52:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,LILAVATI HOSPITAL & RESEARCH CENTRE,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:13,,,02-Jan-2013 16:35:14, 
758989, ,MH04FD8336,,01-Jan-2013 22:52:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,BOMBAY,04-Jan-2013 00:00:00,,P.D.HINDUJA NATIONAL HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:13,,,02-Jan-2013 16:35:14, 
758990, ,MH04FD8336,,01-Jan-2013 22:52:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,TATA MEMORIAL HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:14,,,02-Jan-2013 23:35:12, 
758991, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,JEHANGIR HOSP & MED. CEN.,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:14,,,02-Jan-2013 16:35:15, 
758992, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,SASSOON GEN. HOSP. (PW),,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:15,,,02-Jan-2013 16:35:15, 
758993, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,MHCTC HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:15,,,02-Jan-2013 16:35:15, 
758994, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,SMT.KASHIBHAI NAVALE MED COLLEGE,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:15,,,02-Jan-2013 16:35:16, 
758995, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,SAHYADRI SPECIALITY HOSPITAL,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:16,,,02-Jan-2013 16:35:16, 
758996, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,LOKMANYA MEDICAL FOUNDATION,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:16,,,02-Jan-2013 16:35:17, 
758997, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,N M WADIA INSTITUTE OF CARDIOLOGY,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:16,,,02-Jan-2013 16:35:17, 
758998, ,MH04FJ9776,,01-Jan-2013 22:35:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,S,,,,,,PUNE,04-Jan-2013 00:00:00,,SMT.KASHIBHAI NAVALE MED COLLEGE,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:17,,02-Jan-2013 12:31:00,02-Jan-2013 17:00:37, 
759000, ,MH04DK1053,,01-Jan-2013 22:31:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,MUMBAI,04-Jan-2013 00:00:00,,KEM HOSPITAL  - MS,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:17,,,02-Jan-2013 23:35:13, 
759001, ,MH04FP4771,,01-Jan-2013 22:20:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,HYUNDAI CONSTRUCTION EQUIP INDIA PVT LTD,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:18,,,04-Jan-2013 16:35:21, 
759004, ,MH04EB157,,01-Jan-2013 22:11:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,JCB MANUFACTURING LTD.,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:19,,,02-Jan-2013 16:35:19, 
759005, ,MH04EB157,,01-Jan-2013 22:11:00,,,NEW TALOJA - BOC INDIA LIMITED-TALOJA NEW TP,355,BOC-TALOJA-BULK,P,,,,,,PUNE,04-Jan-2013 00:00:00,,SKH SHEET METALS COMPONENTS LTD,,,NEW TALOJA - BOC INDIA LIMITE,,02-Jan-2013 16:35:19,,,07-Jan-2013 16:35:29, 
